message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | contains - (auto_init:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (revision:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (special_revision:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (birthday_revision:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (birthday_update_at:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (subscribe_revision:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (team_revision:0)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (has_account:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (refrect_encrypt:true)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (need_server_request:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (user_local_calendar:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (effect:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (attendee_limit:3000)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (sub_calendar_max_num:99)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (chat_limit:100)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (service_code:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (widget_config_data:[])'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getBoolean - (enable_chatroom_group:null)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getLong - (briefing.lastSent:1682667952)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (display_resolution:320x592)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getString - (deviceCountry:US)'} data: None
message: {'type': 'send', 'payload': 'API Monitor | SharedPreferences | getInt - (since:1678238174)'} data: None
